center_id,meal_id,category,cuisine,last_week,last_checkout_price,last_base_price,last_promotion,last_homepage_featured,last_num_orders,qty_history,num_history_weeks
10,2631,Beverages,Indian,145,164.93,164.93,0,0,339.0,"[782, 540, 485, 364, 446, 513, 473, 312, 297, 271, 243, 339]",12
10,2640,Starters,Thai,145,321.13,319.13,0,0,108.0,"[325, 324, 365, 204, 285, 284, 337, 257, 377, 244, 379, 108]",12
10,2664,Salad,Italian,145,244.5,328.83,0,0,919.0,"[595, 661, 728, 662, 594, 568, 555, 594, 730, 540, 865, 919]",12
10,2704,Other Snacks,Thai,145,319.13,321.13,0,0,366.0,"[324, 323, 243, 838, 850, 742, 487, 459, 366, 404, 271, 366]",12
10,2707,Beverages,Italian,145,239.65,239.65,0,0,1297.0,"[1309, 269, 1149, 1068, 958, 1067, 959, 1093, 1229, 1134, 1296, 1297]",12
10,2760,Other Snacks,Thai,145,162.99,242.53,0,0,1107.0,"[405, 393, 230, 431, 392, 366, 256, 420, 377, 270, 1094, 1107]",12
10,2826,Sandwich,Italian,145,377.33,377.33,0,0,662.0,"[932, 1121, 932, 1149, 987, 986, 864, 850, 809, 852, 688, 662]",12
10,2867,Seafood,Continental,145,648.02,727.53,0,0,42.0,"[419, 55, 80, 42, 94, 81, 69, 41, 26, 323, 325, 42]",12
10,2956,Fish,Continental,145,642.14,643.14,0,0,161.0,"[189, 271, 337, 231, 339, 513, 608, 379, 215, 149, 243, 161]",12
11,1062,Beverages,Italian,145,179.51,177.51,0,0,728.0,"[689, 728, 796, 620, 715, 742, 528, 702, 730, 635, 797, 728]",12
11,1109,Rice Bowl,Indian,145,271.6,272.6,0,0,998.0,"[1499, 906, 1053, 944, 1134, 960, 1052, 933, 811, 1080, 986, 998]",12
11,1198,Extras,Thai,145,169.75,219.22,0,0,298.0,"[474, 351, 486, 392, 231, 284, 445, 460, 283, 230, 162, 298]",12
11,1207,Beverages,Continental,145,377.39,375.39,0,0,188.0,"[121, 123, 122, 28, 42, 27, 134, 109, 175, 109, 96, 188]",12
11,1216,Pasta,Italian,145,435.56,435.56,0,0,109.0,"[67, 14, 82, 27, 54, 190, 123, 69, 41, 161, 177, 109]",12
11,1230,Beverages,Continental,145,365.75,364.75,0,0,136.0,"[109, 109, 162, 123, 40, 67, 136, 121, 162, 109, 175, 136]",12
11,1247,Biryani,Indian,145,447.23,447.23,0,0,13.0,"[15, 27, 15, 15, 13, 42, 40, 26, 14, 15, 13, 13]",12
11,1248,Beverages,Indian,145,164.93,164.93,0,0,82.0,"[67, 122, 176, 204, 148, 188, 190, 82, 68, 40, 54, 82]",12
11,1311,Extras,Thai,145,188.21,188.21,0,0,392.0,"[393, 485, 528, 447, 447, 501, 608, 499, 566, 297, 338, 392]",12
11,1438,Soup,Thai,145,195.0,194.0,0,1,162.0,"[176, 161, 163, 162, 161, 203, 204, 150, 109, 379, 109, 162]",12
11,1445,Seafood,Continental,145,727.53,727.53,0,0,53.0,"[15, 297, 405, 95, 40, 55, 69, 81, 40, 230, 163, 53]",12
11,1525,Other Snacks,Thai,145,319.13,319.13,0,0,229.0,"[244, 257, 285, 662, 825, 622, 379, 366, 190, 257, 216, 229]",12
11,1543,Desert,Indian,145,486.03,484.03,0,0,108.0,"[148, 95, 82, 257, 217, 161, 107, 148, 68, 134, 69, 108]",12
11,1558,Pizza,Continental,145,563.6,564.6,0,0,148.0,"[69, 283, 459, 149, 107, 108, 108, 690, 717, 107, 148, 148]",12
11,1571,Fish,Continental,144,590.73,591.73,0,0,42.0,"[163, 69, 96, 109, 55, 28, 107, 136, 68, 54, 55, 42]",12
11,1727,Rice Bowl,Indian,145,464.63,465.63,0,0,567.0,"[635, 1984, 1444, 1295, 662, 459, 553, 568, 690, 568, 554, 567]",12
11,1754,Sandwich,Italian,145,314.31,315.31,0,0,809.0,"[634, 715, 863, 607, 566, 634, 621, 863, 661, 797, 783, 809]",12
11,1770,Biryani,Indian,144,486.03,486.03,0,0,67.0,"[13, 27, 40, 28, 69, 27, 13, 26, 27, 27, 15, 67]",12
11,1778,Beverages,Italian,145,179.45,181.45,0,0,769.0,"[797, 757, 837, 863, 770, 944, 1147, 891, 1093, 811, 879, 769]",12
11,1803,Extras,Thai,145,186.3,208.61,0,0,620.0,"[527, 674, 527, 636, 392, 608, 433, 580, 419, 473, 420, 620]",12
11,1847,Soup,Thai,145,195.0,195.0,0,1,94.0,"[80, 123, 123, 68, 69, 162, 94, 27, 82, 188, 95, 94]",12
11,1878,Starters,Thai,145,321.13,321.13,0,1,68.0,"[54, 54, 68, 67, 13, 107, 121, 69, 135, 27, 123, 68]",12
11,1885,Beverages,Thai,145,157.14,158.14,0,0,1621.0,"[1702, 1742, 1727, 1405, 1350, 1754, 1539, 1431, 1297, 1444, 1621, 1621]",12
11,1902,Biryani,Indian,145,446.23,445.23,0,0,27.0,"[15, 14, 14, 42, 15, 28, 13, 41, 40, 41, 42, 27]",12
11,1962,Pizza,Continental,145,562.6,562.6,0,0,270.0,"[325, 757, 823, 243, 338, 324, 391, 1647, 1392, 365, 283, 270]",12
11,1971,Sandwich,Italian,145,344.35,344.35,0,0,177.0,"[244, 311, 311, 136, 40, 364, 391, 258, 393, 297, 323, 177]",12
11,1993,Beverages,Thai,145,157.14,157.14,0,0,203.0,"[1079, 242, 1054, 1012, 755, 987, 1095, 1026, 1068, 730, 971, 203]",12
11,2126,Pasta,Italian,145,486.03,486.03,0,0,15.0,"[67, 68, 80, 53, 108, 150, 95, 13, 82, 15, 15, 15]",12
11,2139,Beverages,Indian,145,288.12,289.12,0,0,122.0,"[13, 40, 13, 54, 42, 69, 67, 40, 26, 107, 94, 122]",12
11,2290,Rice Bowl,Indian,145,285.24,284.24,0,0,566.0,"[3577, 674, 958, 662, 769, 1094, 892, 865, 688, 836, 1121, 566]",12
11,2304,Desert,Indian,145,486.03,484.03,0,0,80.0,"[80, 69, 54, 190, 148, 121, 28, 80, 41, 148, 53, 80]",12
11,2306,Pasta,Italian,145,242.5,337.62,1,0,107.0,"[41, 27, 13, 40, 13, 203, 216, 15, 14, 15, 55, 107]",12
11,2322,Beverages,Continental,145,368.6,369.6,0,0,229.0,"[203, 256, 404, 283, 121, 94, 162, 215, 204, 175, 135, 229]",12
11,2444,Seafood,Continental,145,728.53,728.53,0,0,28.0,"[13, 312, 474, 94, 55, 15, 41, 42, 54, 296, 431, 28]",12
11,2490,Salad,Italian,145,290.03,292.03,0,0,270.0,"[431, 593, 553, 352, 393, 458, 1229, 379, 231, 431, 366, 270]",12
11,2492,Desert,Indian,145,388.03,388.03,0,0,67.0,"[96, 108, 134, 69, 40, 67, 69, 54, 13, 42, 40, 67]",12
11,2494,Soup,Thai,145,194.0,195.0,0,1,134.0,"[123, 81, 81, 54, 108, 67, 122, 121, 40, 161, 136, 134]",12
11,2539,Beverages,Thai,145,160.11,158.11,0,0,447.0,"[418, 134, 392, 486, 460, 500, 487, 539, 405, 514, 352, 447]",12
11,2569,Salad,Italian,145,241.53,308.52,0,0,513.0,"[257, 284, 231, 190, 271, 298, 244, 149, 256, 190, 944, 513]",12
11,2577,Starters,Thai,145,319.13,321.13,0,0,27.0,"[28, 15, 55, 107, 13, 68, 121, 108, 27, 41, 107, 27]",12
11,2581,Pizza,Continental,145,564.6,563.6,0,0,216.0,"[149, 283, 256, 243, 190, 150, 269, 811, 582, 121, 177, 216]",12
11,2631,Beverages,Indian,145,163.93,163.93,0,0,69.0,"[499, 311, 243, 148, 230, 176, 242, 95, 162, 107, 53, 69]",12
11,2640,Starters,Thai,145,320.13,320.13,0,0,67.0,"[190, 107, 109, 121, 149, 134, 149, 121, 96, 96, 123, 67]",12
11,2664,Salad,Italian,145,235.74,307.52,0,0,528.0,"[432, 324, 459, 512, 472, 366, 352, 283, 419, 472, 933, 528]",12
11,2704,Other Snacks,Thai,145,321.13,319.13,0,0,161.0,"[163, 202, 148, 501, 474, 393, 285, 204, 231, 163, 176, 161]",12
11,2707,Beverages,Italian,145,237.71,236.71,0,0,1202.0,"[918, 378, 1120, 744, 756, 1039, 1106, 757, 933, 1135, 1133, 1202]",12
11,2760,Other Snacks,Thai,145,170.78,242.53,0,1,339.0,"[148, 121, 149, 107, 202, 189, 215, 244, 68, 108, 419, 339]",12
11,2826,Sandwich,Italian,145,365.69,365.69,0,0,432.0,"[864, 702, 744, 877, 514, 675, 647, 609, 661, 701, 472, 432]",12
11,2867,Seafood,Continental,145,727.53,727.53,0,1,28.0,"[28, 163, 271, 27, 13, 55, 15, 27, 15, 176, 188, 28]",12
11,2956,Fish,Continental,145,639.23,640.23,0,0,81.0,"[41, 69, 149, 27, 107, 108, 176, 40, 81, 67, 67, 81]",12
13,1062,Beverages,Italian,145,189.21,189.21,0,0,810.0,"[1067, 1053, 797, 904, 986, 1067, 1149, 986, 986, 1093, 1243, 810]",12
13,1109,Rice Bowl,Indian,145,287.18,285.18,0,0,1957.0,"[3160, 1283, 1619, 1403, 2187, 1782, 2348, 1687, 1552, 1930, 2161, 1957]",12
13,1198,Extras,Thai,145,174.6,176.6,0,0,446.0,"[458, 716, 458, 458, 553, 513, 540, 379, 703, 298, 419, 446]",12
13,1207,Beverages,Continental,145,388.0,388.0,0,0,41.0,"[82, 177, 135, 121, 42, 28, 148, 122, 108, 107, 81, 41]",12
13,1216,Pasta,Italian,145,408.37,409.37,0,0,176.0,"[148, 148, 188, 122, 148, 243, 283, 123, 161, 324, 284, 176]",12
13,1230,Beverages,Continental,145,378.36,376.36,0,0,108.0,"[202, 229, 161, 163, 42, 55, 271, 177, 215, 163, 163, 108]",12
13,1247,Biryani,Indian,145,447.23,446.23,0,0,53.0,"[41, 68, 94, 68, 163, 80, 67, 41, 40, 188, 69, 53]",12
13,1248,Beverages,Indian,145,164.93,163.93,0,0,94.0,"[553, 230, 244, 189, 377, 95, 176, 148, 27, 109, 109, 94]",12
13,1311,Extras,Thai,145,150.38,200.79,0,0,460.0,"[393, 568, 528, 527, 487, 622, 553, 431, 811, 445, 485, 460]",12
13,1438,Soup,Thai,145,195.0,196.0,0,0,229.0,"[257, 188, 149, 244, 161, 243, 135, 204, 203, 202, 175, 229]",12
13,1445,Seafood,Continental,145,727.53,726.53,0,0,42.0,"[473, 109, 82, 69, 107, 27, 54, 109, 81, 420, 364, 42]",12
13,1525,Other Snacks,Thai,145,321.13,319.13,0,0,635.0,"[676, 352, 487, 1161, 1161, 838, 702, 514, 501, 513, 459, 635]",12
13,1543,Desert,Indian,145,484.03,485.03,0,0,270.0,"[216, 229, 134, 391, 377, 377, 229, 284, 163, 310, 298, 270]",12
13,1558,Pizza,Continental,145,564.6,563.6,0,0,204.0,"[149, 298, 189, 135, 148, 136, 177, 769, 554, 271, 230, 204]",12
13,1571,Fish,Continental,145,641.23,639.23,0,0,283.0,"[216, 338, 242, 190, 230, 487, 662, 364, 203, 284, 351, 283]",12
13,1727,Rice Bowl,Indian,145,455.9,456.9,0,0,1122.0,"[1052, 3321, 2417, 2147, 931, 771, 864, 797, 649, 986, 825, 1122]",12
13,1754,Sandwich,Italian,145,317.25,315.25,0,0,1337.0,"[892, 1135, 1188, 809, 1201, 917, 958, 1215, 1027, 1133, 1297, 1337]",12
13,1770,Biryani,Indian,145,485.03,486.03,0,0,96.0,"[95, 81, 53, 13, 42, 67, 80, 41, 94, 26, 55, 96]",12
13,1778,Beverages,Italian,145,190.18,189.18,0,0,906.0,"[770, 663, 783, 715, 609, 1149, 1147, 905, 959, 1079, 771, 906]",12
13,1803,Extras,Thai,145,192.09,192.09,0,0,555.0,"[703, 594, 459, 608, 458, 728, 432, 755, 567, 473, 581, 555]",12
13,1847,Soup,Thai,145,194.0,194.0,0,0,148.0,"[162, 148, 109, 109, 175, 204, 244, 231, 175, 190, 216, 148]",12
13,1878,Starters,Thai,145,302.7,300.7,0,0,229.0,"[123, 177, 109, 203, 271, 161, 135, 216, 69, 136, 188, 229]",12
13,1885,Beverages,Thai,145,159.14,151.38,0,1,2822.0,"[2592, 3051, 2404, 2593, 2537, 2321, 3631, 3012, 2848, 3172, 2403, 2822]",12
13,1902,Biryani,Indian,145,446.23,446.23,0,0,94.0,"[82, 69, 95, 136, 136, 135, 188, 136, 67, 107, 109, 94]",12
13,1962,Pizza,Continental,145,564.6,562.6,0,0,796.0,"[512, 1013, 1094, 729, 635, 366, 608, 1849, 1648, 594, 661, 796]",12
13,1971,Sandwich,Italian,145,346.35,344.35,0,0,526.0,"[393, 298, 271, 148, 350, 325, 311, 337, 337, 379, 377, 526]",12
13,1993,Beverages,Thai,145,159.14,149.41,0,1,703.0,"[1620, 689, 2187, 1459, 2078, 1972, 2256, 1986, 1756, 1876, 1986, 703]",12
13,2104,Fish,Continental,145,641.23,641.23,0,0,161.0,"[94, 107, 177, 136, 136, 284, 460, 176, 122, 177, 109, 161]",12
13,2126,Pasta,Italian,145,484.03,507.31,0,1,108.0,"[108, 122, 150, 121, 148, 296, 176, 26, 13, 15, 82, 108]",12
13,2139,Beverages,Indian,145,292.03,290.03,0,0,69.0,"[96, 122, 203, 150, 163, 27, 40, 148, 190, 94, 148, 69]",12
13,2290,Rice Bowl,Indian,145,290.09,289.09,0,0,1619.0,"[7911, 1850, 1862, 1606, 2565, 1755, 2429, 2202, 2213, 2283, 2350, 1619]",12
13,2304,Desert,Indian,145,486.03,485.03,0,0,149.0,"[121, 96, 67, 285, 242, 203, 215, 121, 134, 148, 175, 149]",12
13,2306,Pasta,Italian,145,247.38,335.62,1,0,324.0,"[107, 55, 54, 54, 42, 135, 161, 80, 123, 54, 82, 324]",12
13,2322,Beverages,Continental,145,377.36,378.36,0,0,257.0,"[432, 243, 379, 244, 81, 150, 312, 271, 189, 162, 204, 257]",12
13,2444,Seafood,Continental,145,726.53,726.53,0,0,216.0,"[582, 123, 81, 122, 82, 81, 108, 109, 108, 593, 487, 216]",12
13,2490,Salad,Italian,145,291.03,292.03,0,0,418.0,"[499, 622, 554, 419, 474, 446, 674, 406, 445, 351, 323, 418]",12
13,2492,Desert,Indian,145,387.03,387.03,0,0,122.0,"[352, 217, 148, 163, 107, 107, 175, 123, 82, 96, 42, 122]",12
13,2494,Soup,Thai,145,195.0,194.0,0,0,230.0,"[189, 148, 148, 269, 202, 257, 176, 243, 217, 216, 177, 230]",12
13,2539,Beverages,Thai,145,157.2,150.38,0,1,485.0,"[620, 256, 756, 755, 634, 838, 797, 634, 594, 676, 730, 485]",12
13,2569,Salad,Italian,145,241.53,337.56,0,0,798.0,"[540, 528, 419, 446, 528, 446, 447, 364, 447, 473, 1066, 798]",12
13,2577,Starters,Thai,145,321.13,320.13,0,1,339.0,"[204, 256, 284, 135, 296, 285, 202, 175, 270, 298, 243, 339]",12
13,2581,Pizza,Continental,145,564.6,563.6,0,0,230.0,"[149, 365, 377, 190, 204, 176, 163, 1188, 636, 285, 244, 230]",12
13,2631,Beverages,Indian,145,163.96,162.96,0,0,215.0,"[636, 352, 420, 364, 486, 447, 621, 188, 230, 134, 257, 215]",12
13,2640,Starters,Thai,145,321.13,319.13,0,0,204.0,"[539, 580, 393, 555, 528, 474, 499, 433, 526, 473, 566, 204]",12
13,2664,Salad,Italian,145,241.59,335.62,0,0,770.0,"[310, 526, 392, 337, 338, 420, 377, 366, 406, 418, 1106, 770]",12
13,2704,Other Snacks,Thai,145,319.13,320.13,0,0,514.0,"[243, 528, 364, 945, 852, 877, 528, 364, 323, 377, 325, 514]",12
13,2707,Beverages,Italian,145,230.86,231.86,0,0,2308.0,"[1742, 634, 1432, 1567, 1688, 1782, 2094, 1889, 1743, 1782, 2012, 2308]",12
13,2760,Other Snacks,Thai,145,162.99,241.53,0,1,2282.0,"[379, 230, 310, 366, 365, 296, 392, 377, 243, 392, 1715, 2282]",12
13,2826,Sandwich,Italian,145,379.33,378.33,0,0,1174.0,"[1176, 1025, 1160, 1648, 1661, 1215, 1188, 1053, 986, 998, 879, 1174]",12
13,2867,Seafood,Continental,145,727.53,727.53,0,1,26.0,"[474, 107, 55, 81, 96, 41, 68, 121, 96, 445, 460, 26]",12
13,2956,Fish,Continental,145,637.29,638.29,0,0,339.0,"[216, 256, 217, 257, 216, 879, 717, 230, 323, 310, 311, 339]",12
14,1062,Beverages,Italian,145,193.03,193.03,0,0,231.0,"[460, 432, 553, 379, 283, 393, 392, 377, 499, 325, 447, 231]",12
14,1109,Rice Bowl,Indian,145,290.06,291.06,0,0,419.0,"[527, 297, 242, 325, 311, 433, 404, 379, 244, 472, 296, 419]",12
14,1198,Extras,Thai,64,143.62,179.51,0,0,122.0,"[175, 95, 121, 190, 202, 176, 243, 163, 188, 177, 121, 122]",12
14,1207,Beverages,Continental,145,383.15,384.15,0,0,108.0,"[150, 271, 135, 188, 28, 55, 229, 161, 149, 188, 107, 108]",12
14,1216,Pasta,Italian,145,418.13,418.13,0,0,53.0,"[54, 14, 27, 54, 55, 80, 54, 41, 40, 149, 42, 53]",12
14,1230,Beverages,Continental,145,380.3,380.3,0,0,202.0,"[108, 188, 163, 55, 55, 95, 203, 216, 161, 229, 284, 202]",12
14,1247,Biryani,Indian,144,447.23,445.23,0,0,28.0,"[15, 15, 15, 15, 14, 14, 26, 42, 55, 14, 15, 28]",12
14,1248,Beverages,Indian,145,163.93,165.93,0,0,53.0,"[27, 121, 176, 55, 121, 107, 136, 80, 80, 94, 81, 53]",12
14,1311,Extras,Thai,145,339.53,338.53,0,0,14.0,"[149, 54, 54, 163, 231, 94, 81, 177, 135, 136, 134, 14]",12
14,1438,Soup,Thai,145,196.0,195.0,0,0,94.0,"[69, 108, 40, 68, 26, 108, 54, 108, 27, 54, 41, 94]",12
14,1445,Seafood,Continental,145,726.53,727.53,0,0,13.0,"[68, 40, 134, 108, 15, 41, 41, 26, 27, 203, 149, 13]",12
14,1525,Other Snacks,Thai,145,320.13,319.13,0,0,96.0,"[54, 96, 94, 96, 94, 96, 161, 123, 94, 81, 27, 96]",12
14,1543,Desert,Indian,145,486.03,486.03,0,0,81.0,"[40, 27, 40, 107, 107, 53, 95, 42, 42, 67, 55, 81]",12
14,1558,Pizza,Continental,145,562.6,563.6,0,0,40.0,"[13, 215, 134, 53, 68, 135, 67, 323, 298, 26, 149, 40]",12
14,1571,Fish,Continental,145,640.23,640.23,0,0,27.0,"[42, 109, 68, 26, 27, 81, 26, 107, 68, 28, 40, 27]",12
14,1727,Rice Bowl,Indian,145,466.63,466.63,0,0,258.0,"[431, 850, 811, 836, 189, 271, 229, 297, 285, 244, 297, 258]",12
14,1754,Sandwich,Italian,145,318.16,319.16,0,0,311.0,"[231, 391, 392, 188, 190, 242, 297, 284, 256, 420, 324, 311]",12
14,1770,Biryani,Indian,144,484.03,485.03,0,0,14.0,"[26, 15, 15, 15, 15, 28, 27, 14, 28, 14, 13, 14]",12
14,1778,Beverages,Italian,145,192.09,193.09,0,0,285.0,"[406, 352, 446, 323, 433, 283, 366, 364, 339, 446, 377, 285]",12
14,1803,Extras,Thai,145,169.75,195.03,0,0,136.0,"[283, 285, 298, 324, 149, 175, 350, 269, 190, 150, 96, 136]",12
14,1847,Soup,Thai,145,194.0,196.0,0,0,53.0,"[67, 107, 41, 28, 42, 40, 96, 28, 96, 95, 122, 53]",12
14,1878,Starters,Thai,145,321.13,319.13,0,0,42.0,"[40, 14, 55, 13, 55, 14, 15, 15, 28, 40, 26, 42]",12
14,1885,Beverages,Thai,145,159.11,158.11,0,0,676.0,"[797, 621, 715, 621, 431, 647, 837, 702, 782, 797, 702, 676]",12
14,1902,Biryani,Indian,145,447.23,447.23,0,0,26.0,"[15, 13, 15, 40, 28, 14, 15, 28, 13, 14, 28, 26]",12
14,1962,Pizza,Continental,145,564.6,563.6,0,0,42.0,"[80, 217, 177, 150, 81, 177, 175, 636, 863, 123, 148, 42]",12
14,1971,Sandwich,Italian,145,346.35,345.35,0,0,82.0,"[69, 80, 121, 95, 82, 122, 82, 80, 69, 109, 94, 82]",12
14,1993,Beverages,Thai,145,160.11,150.38,0,1,163.0,"[419, 162, 487, 647, 472, 676, 566, 715, 539, 404, 823, 163]",12
14,2126,Pasta,Italian,145,486.03,485.03,0,0,42.0,"[14, 40, 41, 28, 42, 53, 27, 55, 82, 15, 14, 42]",12
14,2139,Beverages,Indian,145,290.03,292.03,0,0,53.0,"[41, 68, 28, 27, 55, 28, 95, 27, 28, 40, 41, 53]",12
14,2290,Rice Bowl,Indian,145,250.32,298.79,0,0,161.0,"[1365, 271, 216, 216, 258, 351, 446, 365, 269, 350, 568, 161]",12
14,2304,Desert,Indian,145,486.03,486.03,0,0,15.0,"[28, 41, 13, 121, 15, 40, 14, 40, 41, 27, 28, 15]",12
14,2306,Pasta,Italian,145,243.5,337.62,1,0,27.0,"[27, 13, 13, 28, 15, 150, 28, 13, 14, 53, 14, 27]",12
14,2322,Beverages,Continental,145,385.12,386.12,0,0,216.0,"[244, 216, 285, 310, 41, 122, 312, 204, 150, 122, 204, 216]",12
14,2444,Seafood,Continental,144,486.03,726.53,1,1,352.0,"[15, 28, 55, 55, 136, 243, 26, 13, 13, 14, 175, 352]",12
14,2490,Salad,Italian,145,290.03,291.03,0,0,176.0,"[244, 337, 188, 296, 203, 231, 621, 161, 189, 257, 231, 176]",12
14,2492,Desert,Indian,145,387.03,389.03,0,0,26.0,"[80, 26, 107, 40, 53, 26, 42, 53, 54, 41, 15, 26]",12
14,2494,Soup,Thai,145,194.0,196.0,0,0,55.0,"[41, 26, 42, 28, 41, 14, 15, 42, 26, 42, 80, 55]",12
